priority_rank,intervention_tier,id_rumah_sakit,nama_rumah_sakit,provinsi,kelas_rumah_sakit,kepemilikan,intervention_priority_score,double_inefficiency,root_cause_primary,root_cause_secondary,root_cause_multilabel,root_cause_strength,root_cause_confidence_gap,skor_kematangan_digital,rata_rata_waktu_respons_rujukan_menit,digital_conversion_gap,recommended_intervention
137,Tier 3 — Monitoring,RS0134,RS Harapan Bangsa 2,Kalimantan Tengah,B,Swasta,0.47577054794520546,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6438356164383562,0.15068493150684936,59.5,34.9,-2.7542310545119264,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
138,Tier 3 — Monitoring,RS0192,RS Karya Insani 4,Sulawesi Selatan,D,Swasta,0.47525337837837833,False,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.9527027027027027,0.11486486486486491,44.5,55.7,6.133559835467523,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
139,Tier 3 — Monitoring,RS0143,RS Sentosa Medika 3,Kalimantan Selatan,D,Swasta,0.4750844594594595,False,Tidak ada bottleneck dominan,,Kesenjangan Infrastruktur,0.7162162162162162,0.2567567567567568,46.5,16.7,-0.5434157794819825,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
140,Tier 3 — Monitoring,RS0084,RS Harapan Bangsa 2,Jambi,B,BUMN,0.4659246575342466,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6095890410958904,0.05136986301369861,72.5,49.8,-0.2808524274286839,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
141,Tier 3 — Monitoring,RS0114,RSUD Citra Medika 1,Bangka Belitung,B,Pemerintah Daerah,0.45607876712328765,False,Tidak ada bottleneck dominan,,Kesenjangan Adopsi,0.6986301369863014,0.17123287671232879,68.4,63.5,5.533540388386044,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
142,Tier 3 — Monitoring,RS0088,RS Sejahtera 6,Jambi,B,TNI/POLRI,0.4547945205479452,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.595890410958904,0.006849315068493067,69.3,54.2,12.706015771471982,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
143,Tier 3 — Monitoring,RS0093,RSUD Sentosa Medika 5,Sumatera Selatan,C,Pemerintah Daerah,0.45271017699115046,False,Tidak ada bottleneck dominan,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur; Kesenjangan Kapabilitas IT,0.6991150442477876,0.017699115044247815,54.2,38.0,5.173756110745387,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
144,Tier 3 — Monitoring,RS0161,RSUD Permata Bunda 1,Kalimantan Utara,B,Pemerintah Daerah,0.4524828767123288,False,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur; Kesenjangan Kapabilitas IT,0.9452054794520548,0.1917808219178082,54.2,13.5,-0.1924373876252048,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
145,Tier 3 — Monitoring,RS0059,RSUD Medika Utama 9,Sumatera Utara,B,Pemerintah Daerah,0.44897260273972606,False,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur; Kesenjangan Kapabilitas IT; Tekanan Kapasitas,0.904109589041096,0.13698630136986312,69.6,48.9,22.39189544552312,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
146,Tier 3 — Monitoring,RS0100,RS Citra Medika 2,Bengkulu,D,Swasta,0.4462837837837838,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6216216216216216,0.10135135135135132,54.6,20.2,-5.611236082042282,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
147,Tier 3 — Monitoring,RS0107,RS Citra Medika 1,Lampung,C,Swasta,0.44369469026548675,False,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.7876106194690266,0.24778761061946908,63.3,44.7,-2.0996095598759155,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
148,Tier 3 — Monitoring,RS0141,RS Bhakti Husada 1,Kalimantan Selatan,C,Swasta,0.44358407079646023,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6371681415929203,0.0840707964601769,52.2,33.8,-4.8204719096979005,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
149,Tier 3 — Monitoring,RS0110,RSUD Citra Medika 4,Lampung,C,Pemerintah Daerah,0.4413716814159292,False,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur; Kesenjangan Kapabilitas IT; Kesenjangan Adopsi,0.9734513274336283,0.053097345132743334,52.5,68.7,7.1293100836269545,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
150,Tier 3 — Monitoring,RS0101,RSUD Citra Medika 3,Bengkulu,C,Pemerintah Daerah,0.43849557522123894,False,Kesenjangan Integrasi,,Kesenjangan Integrasi,1.0,0.3584070796460177,59.9,59.7,3.599446176998377,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
151,Tier 3 — Monitoring,RS0112,RS Permata Bunda 6,Lampung,C,Swasta,0.43523230088495574,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5752212389380531,0.022123893805309658,61.4,5.0,-2.4249460756549155,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
152,Tier 3 — Monitoring,RS0240,RS Sejahtera 2,Maluku,B,Swasta,0.43022260273972607,False,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT; Kesenjangan Adopsi,0.8287671232876712,0.06849315068493145,70.2,78.2,2.680422721913118,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
153,Tier 3 — Monitoring,RS0183,RSUD Harapan Bangsa 5,Sulawesi Tengah,C,Pemerintah Daerah,0.4300884955752212,False,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.7654867256637168,0.43805309734513276,57.1,76.0,3.4457341777231463,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
154,Tier 3 — Monitoring,RS0077,RS Cahaya Medika 4,Kepulauan Riau,A,Swasta,0.42734375,False,Kesenjangan Kapabilitas IT,Tekanan Kapasitas,Kesenjangan Kapabilitas IT; Tekanan Kapasitas,0.875,0.21875,64.6,48.8,10.493557168621116,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
155,Tier 3 — Monitoring,RS0067,RS Sejahtera 2,Riau,D,Swasta,0.42440878378378377,False,Tidak ada bottleneck dominan,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur; Kesenjangan Kapabilitas IT,0.7364864864864865,0.060810810810810856,54.4,52.7,1.3812534275379562,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
156,Tier 3 — Monitoring,RS0275,RS Sejahtera 2,Riau,D,Swasta,0.42440878378378377,False,Tidak ada bottleneck dominan,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur; Kesenjangan Kapabilitas IT,0.7364864864864865,0.060810810810810856,54.4,52.7,2.9032132305287632,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
157,Tier 3 — Monitoring,RS0115,RSUD Graha Sehat 2,Bangka Belitung,C,Pemerintah Daerah,0.424004424778761,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.4336283185840708,0.04424778761061943,53.7,59.6,2.692090592414111,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
158,Tier 3 — Monitoring,RS0266,RS Bunda Kasih 7,Papua Barat,A,Swasta,0.42265625,False,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.9375,0.4375,58.2,34.0,2.8080961478365296,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
159,Tier 3 — Monitoring,RS0173,RSUD Medika Utama 3,Sulawesi Utara,D,Pemerintah Daerah,0.41756756756756763,False,Kesenjangan Adopsi,,Kesenjangan Adopsi,0.8108108108108107,0.42567567567567566,54.4,52.2,3.9766958293068058,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
160,Tier 3 — Monitoring,RS0209,RS Sejahtera 6,Gorontalo,A,Swasta,0.41640625,False,Kesenjangan Adopsi,Kesenjangan Infrastruktur,Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.8125,0.125,52.6,56.0,1.3030877937693717,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
161,Tier 3 — Monitoring,RS0113,RS Husada Mulia 7,Lampung,B,Swasta,0.41404109589041094,False,Tidak ada bottleneck dominan,,Gap Konversi Investasi — indikator relatif,0.6849315068493151,0.08219178082191791,69.1,21.4,-5.024446198742453,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
162,Tier 3 — Monitoring,RS0222,RSUD Husada Mulia 1,Nusa Tenggara Barat,A,Pemerintah Daerah,0.41093749999999996,False,Tekanan Kapasitas,,Tekanan Kapasitas,0.78125,0.375,59.2,37.2,0.28301773825445764,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
163,Tier 3 — Monitoring,RS0276,RSUD Husada Mulia 1,Nusa Tenggara Barat,A,Pemerintah Daerah,0.41093749999999996,False,Tekanan Kapasitas,,Tekanan Kapasitas,0.78125,0.375,59.2,37.2,2.0293671616381133,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
164,Tier 3 — Monitoring,RS0081,RSUD Husada Mulia 8,Kepulauan Riau,D,Pemerintah Daerah,0.4081925675675676,False,Kesenjangan Adopsi,Kesenjangan Kapabilitas IT,Kesenjangan Adopsi; Kesenjangan Kapabilitas IT,0.8243243243243243,0.08108108108108114,50.0,17.5,1.4498533055151555,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
165,Tier 3 — Monitoring,RS0156,RSUD Bunda Kasih 6,Kalimantan Timur,C,Pemerintah Daerah,0.4073561946902655,False,Kesenjangan Adopsi,Kesenjangan Infrastruktur,Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.8141592920353982,0.04424778761061943,59.0,34.6,13.43099378317332,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
166,Tier 3 — Monitoring,RS0065,RSUD Medika Utama 6,Sumatera Barat,B,Pemerintah Daerah,0.4031678082191781,False,Kesenjangan Integrasi,,Kesenjangan Integrasi,1.0,0.452054794520548,70.9,46.7,-0.6551869806434638,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
167,Tier 3 — Monitoring,RS0261,RS Husada Mulia 2,Papua Barat,D,TNI/POLRI,0.40135135135135136,False,Tidak ada bottleneck dominan,,Kesenjangan Kapabilitas IT,0.6756756756756757,0.06756756756756754,57.9,39.7,7.673545110254686,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
168,Tier 3 — Monitoring,RS0019,RS Bunda Kasih 7,Jawa Tengah,C,BUMN,0.3996681415929204,False,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.8672566371681416,0.22123893805309736,64.0,5.0,-0.850558299560177,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
169,Tier 3 — Monitoring,RS0087,RS Karya Insani 5,Jambi,C,Pemerintah Pusat,0.396183628318584,False,Tidak ada bottleneck dominan,,Tekanan Kapasitas,0.6548672566371682,0.07964601769911506,63.9,44.5,4.05168948219535,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
170,Tier 3 — Monitoring,RS0105,RSUD Bunda Kasih 7,Bengkulu,C,Pemerintah Daerah,0.3960176991150443,False,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur; Tekanan Kapasitas,0.7787610619469026,0.02654867256637161,65.3,52.3,10.140307059533207,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
171,Tier 3 — Monitoring,RS0191,RS Karya Insani 3,Sulawesi Selatan,C,TNI/POLRI,0.3945796460176991,False,Tekanan Kapasitas,Kesenjangan Kapabilitas IT,Tekanan Kapasitas; Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.8716814159292035,0.15486725663716805,60.4,5.0,7.052108039509534,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
172,Tier 3 — Monitoring,RS0095,RS Karya Insani 7,Sumatera Selatan,C,Swasta,0.39446902654867255,False,Kesenjangan Integrasi,Kesenjangan Infrastruktur,Kesenjangan Integrasi; Kesenjangan Infrastruktur,1.0,0.21238938053097345,51.0,41.0,3.181396696001187,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
173,Tier 3 — Monitoring,RS0181,RS Husada Mulia 3,Sulawesi Tengah,B,Swasta,0.3920376712328767,False,Tekanan Kapasitas,Kesenjangan Adopsi,Tekanan Kapasitas; Kesenjangan Adopsi,0.8698630136986301,0.19863013698630128,84.5,29.8,5.721752842099775,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
174,Tier 3 — Monitoring,RS0060,RS Bhakti Husada 1,Sumatera Barat,A,Pemerintah Pusat,0.390625,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.3125,0.03125,65.5,75.7,7.887816112877495,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
175,Tier 3 — Monitoring,RS0180,RS Harapan Bangsa 2,Sulawesi Tengah,C,Swasta,0.38998893805309737,False,Tekanan Kapasitas,,Tekanan Kapasitas,0.7964601769911503,0.4690265486725663,67.2,46.4,9.36245023352977,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
176,Tier 3 — Monitoring,RS0171,RSUD Medika Utama 1,Sulawesi Utara,B,Pemerintah Daerah,0.38339041095890414,False,Tekanan Kapasitas,,Tekanan Kapasitas,0.8835616438356164,0.32191780821917804,84.7,43.4,11.969341394061175,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
177,Tier 3 — Monitoring,RS0198,RS Graha Sehat 3,Sulawesi Tenggara,C,TNI/POLRI,0.3829646017699115,False,Kesenjangan Infrastruktur,Kesenjangan Adopsi,Kesenjangan Infrastruktur; Kesenjangan Adopsi,0.9380530973451328,0.1415929203539823,48.6,32.4,8.913629452487655,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
178,Tier 3 — Monitoring,RS0086,RS Permata Bunda 4,Jambi,B,Pemerintah Pusat,0.3792808219178082,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5753424657534247,0.06849315068493156,66.6,22.0,2.3919714369479976,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
179,Tier 3 — Monitoring,RS0177,RSUD Cahaya Medika 7,Sulawesi Utara,C,Pemerintah Daerah,0.37765486725663716,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.504424778761062,0.10619469026548678,66.6,41.9,-0.7243236991230901,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
180,Tier 3 — Monitoring,RS0205,RS Sentosa Medika 2,Gorontalo,A,Swasta,0.37578124999999996,False,Tekanan Kapasitas,Kesenjangan Adopsi,Tekanan Kapasitas; Kesenjangan Adopsi,0.8125,0.0625,72.7,43.9,9.602772213248564,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
181,Tier 3 — Monitoring,RS0252,RS Husada Mulia 1,Papua,C,Swasta,0.36476769911504425,False,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.7654867256637168,0.38053097345132736,57.5,47.0,1.173505771853982,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
182,Tier 3 — Monitoring,RS0051,RS Medika Utama 1,Sumatera Utara,D,Swasta,0.3616554054054054,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5405405405405406,0.10810810810810811,58.4,74.0,2.0294984810783205,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
183,Tier 3 — Monitoring,RS0027,RSUD Medika Utama 5,DI Yogyakarta,A,Pemerintah Daerah,0.355859375,False,Tidak ada bottleneck dominan,,Kesenjangan Kapabilitas IT,0.6875,0.09375,76.1,79.1,17.054610256765365,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
184,Tier 3 — Monitoring,RS0133,RS Permata Bunda 1,Kalimantan Tengah,D,BUMN,0.352027027027027,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6081081081081081,0.3513513513513513,68.2,53.9,2.7452481267614104,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
185,Tier 3 — Monitoring,RS0068,RS Sejahtera 3,Riau,C,TNI/POLRI,0.3478982300884956,False,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.8495575221238938,0.23893805309734506,65.2,52.4,13.726757921972833,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
186,Tier 3 — Monitoring,RS0073,RS Sejahtera 8,Riau,B,Swasta,0.3477739726027397,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.4931506849315068,0.1986301369863014,74.5,49.9,12.420656186713884,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
187,Tier 3 — Monitoring,RS0056,RS Citra Medika 6,Sumatera Utara,D,Pemerintah Pusat,0.34577702702702706,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5540540540540541,0.03378378378378377,61.7,15.1,-2.320940311577999,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
188,Tier 3 — Monitoring,RS0125,RS Husada Mulia 5,Aceh,C,TNI/POLRI,0.34513274336283184,False,Tidak ada bottleneck dominan,,Tekanan Kapasitas,0.668141592920354,0.11946902654867264,74.5,48.3,5.158075137524435,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
189,Tier 3 — Monitoring,RS0017,RS Graha Sehat 5,Jawa Tengah,D,Swasta,0.34146959459459464,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6418918918918919,0.15540540540540537,63.3,11.2,-1.1231552270174632,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
190,Tier 3 — Monitoring,RS0189,RS Cahaya Medika 1,Sulawesi Selatan,B,Pemerintah Pusat,0.3384417808219178,False,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur; Kesenjangan Kapabilitas IT,0.8493150684931507,0.1095890410958904,80.0,5.0,17.81628353766265,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
191,Tier 3 — Monitoring,RS0135,RS Medika Utama 3,Kalimantan Tengah,C,Pemerintah Pusat,0.3366150442477876,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6194690265486726,0.15044247787610632,65.1,53.7,3.0789601257044765,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
192,Tier 3 — Monitoring,RS0099,RS Karya Insani 1,Bengkulu,B,Swasta,0.33578767123287667,False,Tidak ada bottleneck dominan,Kesenjangan Kapabilitas IT,Tekanan Kapasitas; Kesenjangan Kapabilitas IT,0.6986301369863013,0.047945205479452024,89.0,45.5,15.569808233845606,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
193,Tier 3 — Monitoring,RS0131,RS Permata Bunda 5,Kalimantan Barat,C,Swasta,0.3305309734513274,False,Kesenjangan Integrasi,,Kesenjangan Integrasi,1.0,0.4601769911504424,68.0,38.4,9.676378496603746,"Prioritaskan penyelesaian RME, interoperabilitas, dan koneksi SatuSehat."
194,Tier 3 — Monitoring,RS0139,RS Citra Medika 7,Kalimantan Tengah,C,Swasta,0.328816371681416,False,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.9734513274336283,0.4601769911504424,58.8,62.3,7.879905494986609,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
195,Tier 3 — Monitoring,RS0058,RS Citra Medika 8,Sumatera Utara,C,Swasta,0.32771017699115046,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.41592920353982304,0.2035398230088496,65.4,32.4,5.755102373522298,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
196,Tier 3 — Monitoring,RS0089,RS Sentosa Medika 1,Sumatera Selatan,D,BUMN,0.3271959459459459,False,Tekanan Kapasitas,,Tekanan Kapasitas,0.8648648648648649,0.28378378378378377,62.9,20.6,8.419985900779338,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
197,Tier 3 — Monitoring,RS0102,RS Cahaya Medika 4,Bengkulu,C,TNI/POLRI,0.32665929203539823,False,Tidak ada bottleneck dominan,,Kesenjangan Infrastruktur,0.7168141592920354,0.1415929203539823,67.3,42.7,11.045941170726095,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
198,Tier 3 — Monitoring,RS0186,RSUD Medika Utama 8,Sulawesi Tengah,D,Pemerintah Daerah,0.32643581081081074,False,Kesenjangan Infrastruktur,,Kesenjangan Infrastruktur,0.9594594594594594,0.43918918918918914,48.0,21.1,1.9465130631236676,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
199,Tier 3 — Monitoring,RS0037,RS Bunda Kasih 3,Banten,B,Swasta,0.3252568493150686,False,Tidak ada bottleneck dominan,,Kesenjangan Adopsi,0.6575342465753424,0.047945205479452024,91.2,58.1,6.61047576217787,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
200,Tier 3 — Monitoring,RS0244,RS Cahaya Medika 6,Maluku,B,TNI/POLRI,0.3243150684931507,False,Tidak ada bottleneck dominan,,Kesenjangan Kapabilitas IT,0.6506849315068493,0.006849315068493067,69.4,38.3,3.325417069504539,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
201,Tier 3 — Monitoring,RS0207,RSUD Sejahtera 4,Gorontalo,C,Pemerintah Daerah,0.32311946902654864,False,Kesenjangan Adopsi,Kesenjangan Infrastruktur,Kesenjangan Adopsi; Kesenjangan Infrastruktur,0.7610619469026548,0.08849557522123896,63.8,28.4,22.147727269299317,Redesain workflow dan target pemanfaatan telemedicine; ukur utilisasi aktual.
202,Tier 3 — Monitoring,RS0014,RSUD Medika Utama 2,Jawa Tengah,D,Pemerintah Daerah,0.32128378378378375,False,Kesenjangan Kapabilitas IT,Kesenjangan Infrastruktur,Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur; Kesenjangan Adopsi,0.9054054054054054,0.10810810810810811,62.4,44.2,13.865968034675682,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
203,Tier 3 — Monitoring,RS0016,RSUD Karya Insani 4,Jawa Tengah,C,Pemerintah Daerah,0.31847345132743365,False,Tekanan Kapasitas,Kesenjangan Adopsi,Tekanan Kapasitas; Kesenjangan Adopsi,0.8672566371681416,0.12389380530973448,78.7,14.0,3.4327645689593282,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
204,Tier 3 — Monitoring,RS0218,RS Sentosa Medika 6,Sulawesi Barat,C,TNI/POLRI,0.31847345132743365,False,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.9734513274336283,0.5619469026548672,62.6,59.0,8.181316641426726,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
205,Tier 3 — Monitoring,RS0184,RS Bhakti Husada 6,Sulawesi Tengah,D,Swasta,0.31815878378378376,False,Kesenjangan Kapabilitas IT,,Kesenjangan Kapabilitas IT,0.9527027027027027,0.4864864864864865,60.1,37.9,7.692493848841224,"Perkuat staf IT, pelatihan, atau shared-service sebelum menambah hardware."
206,Tier 3 — Monitoring,RS0042,RS Citra Medika 8,Banten,C,Swasta,0.31570796460176986,False,Tekanan Kapasitas,,Tekanan Kapasitas,0.8716814159292036,0.23451327433628322,87.1,51.1,24.583222001963208,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
207,Tier 3 — Monitoring,RS0124,RS Permata Bunda 4,Aceh,D,Swasta,0.3143581081081081,False,Tidak ada bottleneck dominan,,Tekanan Kapasitas,0.6621621621621622,0.013513513513513487,67.2,54.3,9.03699837982792,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
208,Tier 3 — Monitoring,RS0079,RSUD Sejahtera 6,Kepulauan Riau,C,Pemerintah Daerah,0.31299778761061947,False,Tidak ada bottleneck dominan,,Kesenjangan Adopsi,0.6902654867256637,0.07079646017699104,71.6,40.1,8.044810614142229,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
209,Tier 3 — Monitoring,RS0038,RSUD Sentosa Medika 4,Banten,C,Pemerintah Daerah,0.3120575221238938,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.46902654867256643,0.23893805309734517,65.2,40.6,2.685027477068033,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
210,Tier 3 — Monitoring,RS0090,RSUD Medika Utama 2,Sumatera Selatan,A,Pemerintah Daerah,0.30703125,False,Tidak ada bottleneck dominan,,Kesenjangan Adopsi,0.6875,0.1875,64.7,34.9,6.934053418096084,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
211,Tier 3 — Monitoring,RS0022,RSUD Husada Mulia 10,Jawa Tengah,C,Pemerintah Daerah,0.29839601769911506,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.6283185840707964,0.12831858407079644,71.9,62.1,2.132370173306498,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
212,Tier 3 — Monitoring,RS0039,RS Karya Insani 5,Banten,D,Swasta,0.29695945945945945,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.49324324324324326,0.20945945945945948,68.5,47.9,2.368776604174542,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
213,Tier 3 — Monitoring,RS0029,RS Husada Mulia 1,Jawa Timur,C,BUMN,0.2961836283185841,False,Tekanan Kapasitas,Kesenjangan Kapabilitas IT,Tekanan Kapasitas; Kesenjangan Kapabilitas IT; Kesenjangan Infrastruktur,0.7566371681415929,0.05752212389380529,72.4,14.0,7.928781120868564,"Optimalkan referral routing, penyeimbangan kapasitas, dan kanal virtual yang sesuai."
214,Tier 3 — Monitoring,RS0083,RS Cahaya Medika 1,Jambi,C,Swasta,0.29524336283185837,False,Kesenjangan Infrastruktur,Kesenjangan Adopsi,Kesenjangan Infrastruktur; Kesenjangan Adopsi; Kesenjangan Kapabilitas IT,0.8761061946902655,0.20353982300884965,70.3,12.4,19.1515679835765,Lakukan pengadaan terarah berdasarkan gap terhadap peer dan target utilisasi.
215,Tier 3 — Monitoring,RS0152,RS Harapan Bangsa 2,Kalimantan Timur,D,Pemerintah Pusat,0.29451013513513513,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.5743243243243243,0.08783783783783783,68.8,46.3,18.343709865676118,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
216,Tier 3 — Monitoring,RS0047,RS Citra Medika 4,Bali,B,TNI/POLRI,0.29272260273972606,False,Tidak ada bottleneck dominan,,Tidak ada bottleneck kuat,0.4863013698630137,0.0068493150684931225,86.0,32.8,6.403219676168618,Lakukan asesmen operasional terarah sebelum menetapkan intervensi spesifik.
